question,type,lemma,basiswoord1,basiswoord2,voorbeeld1,voorbeeld2,voorbeeld3,voorbeeld4,voorbeeld5,voorbeeld6,voorbeeld7,voorbeeld8
"Welk woord of welke woorden in deze tekst herken je als blends?",task,movel,mobile,novel,"In Japan zijn movels ontzettend populair, en staan er zelfs een aantal in de top tien van bestsellers. Op de website movels.eu kun je momenteel kiezen uit vijftig Nederlandstalige movels, ik kies voor de chicklit Gossip Girl.","Weblogs zijn hip, maar nog hipper zijn movels: verhalen die je kunt lezen op je mobiele telefoon.","Exile, de nieuwe roman van schrijver Thomas van Aalten die deze week verschijnt, is alleen te lezen vanaf een mobiele telefoon. De zogeheten 'movel' kan vanaf 14 maart gedownload worden op meer dan honderd soorten mobiele telefoons, na het verzenden van een sms à 40 cent plus datakosten. Na de boekenweek kost de 'movel' 4,50 euro. De roman hoeft slechts eenmalig gedownload te worden en kan dan altijd (gratis) gelezen worden [...]. Eerder haalde Van Aalten de pers met de podcast van zijn laatste roman Coyote uit 2006.",,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,mup,millenial,yup,"Dit is de nieuwe yup: de mup [...]. Maar met het toeslaan van de economische crisis raakte de term 'yup' wat naar de achtergrond. Je moest blij zijn met een baan, en áls je al een contract wist binnen te slepen, kon je een hypotheek de eerste jaren wel op je buik schrijven – laat staan voor eerdergenoemd grachtenpand. Nu de ergste economische malaise achter de rug lijkt en jongeren weer openlijk succesvol 'mogen' zijn, komen de yuppen terug, zo signaleert de Amerikaanse schrijfster Michelle Miller. Maar dit keer wel in een nieuw, moderner jasje.","""Een leven zonder technologische snufjes kennen ze niet. Ze groeiden op met de cd, mp3 en de Playstation, zitten vastgeplakt aan hun smartphone en Twitter is hun informatiebron. Ze zijn hoogopgeleid, spreken twee of drie talen, hebben in het buitenland gestudeerd en hun CV aangevuld met allerlei cursussen of extra masters."" Als we Miller mogen geloven, heeft de hipster z'n beste tijd gehad en is de 'mup' dus dé nieuwe subcultuur. Het zal ons benieuwen.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,narcomobilist,narcotica,automobilist,"Politie Groningen pakt narcomobilist. De politie heeft donderdagavond een 29-jarige man uit Appingedam aangehouden [...]. Agenten troffen vervolgens een versufte man achter het stuur aan. De dienders roken een sterke wietlucht en zagen dat de bestuurder een joint rookte. Bij onderzoek in de auto troffen agenten softdrugs en 19 wikkels met harddrugs aan.","Wat is nu die drugsgerelateerde criminaliteit. Vallen hier ook onder: Medicijnenslikkers die stoned van het recept dat zij van de dokter kregen een verkeersongeluk veroorzaken, de alcomobilisten (per auto, motor, scooter, fiets of boot) die op recept van de kroegbaas alle regels aan hun laars lappen en vaak ook veroorzaker zijn van een verkeersdode, de narcomobilisten (voertuig naar keuze) die op recept van hun officiele dealer elke dag aan het verkeer deelnemen.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,originees,origineel,Chinees,"Wat betreft de Surinaamse markt maakt ons straatpubliek een onderscheid tussen; ""originese producten"": kleding, bouwmaterialen, huishoudelijke artikelen die tegen een goedkope tot redelijke prijs te koop zijn bij Chinese winkels, die als paddenstoelen uit de grond verrijzen en ""originele producten""; producten van de gevestigde ondernemers die vasthouden aan verkoop van merk – en kwaliteitsproducten tegen een vaak hogere aanschafprijs.","De nieuwe Chinezen hebben vaak te maken met vooroordelen. Misschien niet direct op de mensen gericht maar altijd wel over Chinese goederen. Soms staan we er niet bij stil dat wat we zeggen of denken niet altijd gerechtvaardigd is. Zo praten we altijd gekscherend over de kwaliteit van Chinese goederen. We noemen die zelfs ""originees"". Maar ligt het wel aan de Chinezen dat wij supermarkten vol met spullen hebben die van mindere kwaliteit zijn? Het ding is nou juist dat er in China allerlei producten vervaardigd worden, in verschillende prijsklassen.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,pafdak,paffen,afdak,"Pafdak. Afdak voor rokers, in opdracht van HAVO Notre Dame bij nieuwbouw, Ubbergen, bij Nijmegen.","Hier is alles goed, school is weer begonnen, en dus ook het huiswerk. Op school hebben we nu een ""pafdak"" (denk daarbij aan zo'n toko die loempia's verkoopt, van ongeveer 5 bij 3) waar we moeten roken, dit is belachelijk, want met al die paffers bij ons past dat nooit. Ik vraag me af hoe dat ding er over drie maanden eruit ziet.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,pastafarian,pasta,rastafarian,"Pastafarian mag niet in piratenpak promoveren aan TU Delft. Promoveren met een piratenhoed op, zwaard in de hand en grote laarzen aan je voeten. Het klinkt misschien gek, maar Michael Afanasyev (38) hoopt zo de hoogste academische graad te krijgen aan de universiteit van Delft. Michael is namelijk aanhanger van de Kerk van het Vliegend Spaghettimonster. De 'priester' en promovendus wil gekleed in een 17e-eeuws piratenpak zijn proefschrift aan de universiteit van Delft verdedigen.","De pastafarians dienden een verzoek in bij de Belastingdienst: we willen een anbi-status voor onze kerk van het vliegende spaghettimonster. Sinds 2016 kunnen kerken, synagoges en moskeeën een anbi-status aanvragen. En die krijgen ze ook. Anbi staat voor 'algemeen nut beogende instelling' en brengt vele fiscale voordelen met zich mee.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,pastafarianisme,pasta,rastafarianisme,"Een bekend verhaal over het pastafarianisme is dat van de Oostenrijkse Niko Alm. Hij kreeg het in 2011 voor elkaar om met een vergiet op z'n hoofd op de foto te gaan voor z'n rijbewijs. Het vergiet is voor pastafarians een 'religieus symbool'. En dus mag je om religieuze redenen met een vergiet op een officiële foto staan afgebeeld, net als dat met een keppeltje mag.","Het pastafarianisme werd in 2005 in Amerika opgericht door een man die wilde aantonen hoe absurd bestaande religies zijn. Hij bedacht een god die bestaat uit pasta. In zijn versie van de hemel wacht na je dood een stripperfabriek en een biervulkaan. Vreemd? Niet vreemder dan engeltjes of 72 maagden, vindt de oprichter.","Het ""pastafarianisme"" werd bekend toen de Profeet Bobby Henderson in 2005 een brief schreef aan de Scholencommisie van Kansas tijdens de invoering van het controversiële 'Intelligent Design'-concept, gebaseerd op de Christelijke scheppingsleer, als alternatief voor de evolutietheorie. Hij eiste dat er klassikaal net zoveel tijd werd besteed aan de Schepping volgens de Cultus van het Vliegend Spaghetti Monster, als aan de Christelijke scheppingsleer en de evolutietheorie.",,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,pekipoe,pekinees,poedel,"I.v.m. privéomstandigheden zoeken wij een goed en lief huis voor onze cane en pekipoe. De cane heet Kenai [...]. Het liefst blijf zij samen met haar vriendje Bungy. Hij is ook 3 jaar, grijs van kleur en een kruising pekinees/poedel. Hij is gecastreerd, geënt en gechipt.","Wij hadden vroeger een kruising tussen een poedel en een pekinees. Een pekipoe.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,plastiglomeraat,plastic,conglomeraat,"Op een strand in Hawaï hebben geologen een nieuw gesteente ontdekt, dat ze plastiglomeraat hebben genoemd. Het gesteente wordt gevormd wanneer plastic smelt en zich vermengt met lavasteen, koraal, zeeschelpen en zand. De wetenschappers vermoeden dat de stenen in Hawaï ontstaan zijn toen kampeerders plastic voorwerpen zoals vorkjes en tandenborstels verbrandden. Ze verwachten dat plastiglomeraat aan kusten over de hele wereld gevonden zal worden.","Plastiglomeraat is een samensmelting van plastic en conglomeraat, wat in de geologie staat voor een massa van aaneengekitte stenen.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,podcast,iPod,broadcast,"Volgens Breedveld is het echter onzin om podcasten nu al dood te verklaren. In Nederland wordt goed gebruikgemaakt van het medium, vooral door publieke en commerciële omroepen, die op internet een enorme hoeveelheid podcasts aanbieden. ""Naar mijn mening is er ook nog steeds veel vraag naar 'media on demand', wat podcasten ook is. Het blijft gewoon leuk om je favoriete podcasts op je mediaspeler af te kunnen spelen, waar en wanneer je maar wilt. Tegelijkertijd zullen veel mensen beslist nog moeite hebben om te snappen hoe het werkt"", aldus Breedveld. Dat laatste lijkt niet aan het internet of de beschikbare techniek te liggen. Grote podcastsites helpen internetgebruikers vaak goed op weg bij het ophalen en beluisteren van podcasts. De bekendste manier om een podcast te downloaden, is nog steeds het Appleprogramma iTunes.","Podcasts kunnen ook automatisch gedownload worden op Mac of pc door middel van een toepassing, zoals Juice (voordien iPodder), Sopcast en iTunes. Sinds versie 4.9 ondersteunt iTunes podcasting. In de music store van iTunes is een Podcastdirectory (lijst) geïntegreerd, waarin men podcasts kan zoeken en voorbeluisteren.","Alle actuele ontwikkelingen in Nederland en Vlaanderen zijn te volgen via diverse websites, waar alle Nederlandstalige podcasts te vinden en direct te beluisteren zijn. In het algemeen gaat het hier om sites die podcastverzamelingen weergeven, zoals een algemene lijst van Nederlandstalige podcasts of de verzamelde podcasts van de Nederlandse Omroepen.","Deze podcast is ongeveer 30 MB groot en duurt 33 minuten. U kan de podcast downloaden of onmiddellijk beluisteren via onze geluidsspeler [...].",,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,podcasting,iPod,broadcasting,"De term podcasting is een samentrekking van iPod, de draagbare MP3-speler van Apple, en 'broadcasting' (Engels voor uitzenden).","Podcasting staat, in de meest strikte zin, voor een systeem waarin podcasters audiobestanden (MP3) met discussies, radioshows, muziekprogramma's enzovoort beschikbaar stellen via internet, en tevens een newsfeed in RSS-formaat creëren, die een verwijzing bevat naar de MP3-bestanden en automatisch verwerkt kan worden door podcast-aggregators of podcatchers [...]. In de breedste zin staat podcasting voor het verspreiden van digitale bestanden die door speciale programma's afgehaald worden om ze later te gebruiken.","Podcasting, het digitaal uitzenden van een radioprogramma via een mp3-speler, lijkt de nieuwe trend te gaan worden op het internet. Na Heineken, die deze week is begonnen met podcasting, is nu ook BNN aan het podcasten geslagen.",,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,poldermodderen,polderen,aanmodderen/doormodderen,"Vandaag precies honderd jaar geleden begon de Armeense genocide met de arrestatie van de Armeense leiders in Istanbul,' schrijft Trouw vandaag. 'De Nederlandse regering blijft in deze zaak maar om de hete brij heen draaien: ""poldermodderen"". Economische belangen lijken te prevaleren boven humaniteit en historisch onderzoek.'","Een land zonder leiders? Poldermodderen we rustig door? Ik hoop dat de regering en de parlementaire vertegenwoordiging nog wat tijd vrij maken rond prinsjesdag om wat regie aan te brengen in hun rol naar het volk dat ze vertegenwoordigen.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,potel,Pool/Polen,hotel,"Potel' Toor in Alphen gaat voorlopig niet tegen de vlakte. De arbeidersmigranten blijven voorlopig nog wel even in het voormalige hotel Toor. Het Polenhotel had na de zomer van 2013 leeg moeten zijn, zo meldde de gemeente in maart vorig jaar. De sloop is nu uitgesteld, het is niet bekend voor hoe lang.","""Wij gaan hier voorlopig niet weg"", zegt Wim Smits van Job Housing. Zijn bedrijf huurt het voormalige hotel, dat door de komst van 160 tot tweehonderd Oost-Europese arbeidsmigranten is veranderd in een 'potel'. ""We hebben nog helemaal niets gehoord over een sloopdatum of een moment waarop we eruit moeten.""",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,preferendum,prefereren,referendum,"De raad [...] pleitte voor het houden van zogenoemde preferenda in plaats van referenda. Bij een preferendum zou de bevolking in een eerder stadium kunnen kiezen uit meer mogelijkheden dan alleen een ja of een nee. Het is een al bestaand instrument. Woensdag wordt een preferendum gehouden in Arnhem.","Het referendum over de aanleg van een haven in de binnenstad van Arnhem is ongeldig. Slechts 10,3 procent van de kiesgerechtigde bevolking kwam gisteren naar de stembus.  Voorafgaand aan het zogeheten preferendum – Arnhemmers konden kiezen uit drie opties – was als eis een opkomst van minimaal dertig procent gesteld.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,prexit,"Puerto Rico",exit,"Voor Puerto Rico dreigt 'Prexit' uit dollarzone. Puerto Rico heet al het Griekenland van de dollarzone te zijn. Het eiland in de Caraïbische Zee kampt met een schuld van 72 miljard dollar (65 miljard euro) die het niet meer kan afbetalen. Daarom wordt al gesproken van een 'Prexit', in navolging van de Grexit die voor Griekenland dreigt [...]. Net als Griekenland wil Puerto Rico een schuldsanering.",,,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,prosument,producent,consument,"We stellen vast dat onder invloed van diverse maatschappelijke, economische en technologische processen, de positie van de consument in ieder geval aan verandering onderhevig is. Niet alleen lijkt de consument zijn positie te kunnen verstevigen ten opzichte van wederpartijen zoals producenten en leveranciers. Ook lijken de handelingen van produceren en consumeren in toenemende mate te interfereren. Is daarmee de prosument geboren?","Technisch en economisch is het nu mogelijk om energie schoon op te wekken op lokale schaal. Dat betekent niets minder dan een aardverschuiving binnen de energiewereld. Een transitie van centraal naar decentraal, van fossiel naar schoon, van product naar dienst, van consument naar prosument en van individu naar gemeenschap. De gebundelde consumentenkracht als verandermacht maakt de grote energiebedrijven behoorlijk nerveus.","Zoals vaker is onderzocht en beschreven willen consumenten meer betrokken worden bij het ontwikkelingsproces van producten en diensten. Deze prosumenten willen actief deel uitmaken van de ontwikkeling en genereren van ideeën en hopen op een moment van ""fame"". Daar zijn al diverse voorbeelden van waarneembaar of het nu het product zelf betreft, de verpakking of meedenken ten aanzien van de campagne er omheen.",,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,quotilde,quotum,Matilde,"Wie wil er nu een 'Quotilde' zijn? Het lukt de Nederlandse beursgenoteerde bedrijven maar niet om voldoende vrouwen op topplekken te krijgen. Het streefgetal van minimaal 30 procent vrouwen in het bestuur en in de raad van commissarissen wordt niet gehaald. De discussie over het vrouwenquotum laait weer op.","Vrouwen willen inderdaad gewoon om hun kwaliteiten op een functie belanden. Geen excuus-Truus 2.0, Quotilde genaamd.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,recessionista,recessie,fashionista,"Om in tijden van crisis toch trendsetter te blijven, moest de fashionista iets ondernemen. En dus is de fashionista getransformeerd in een recessionista: maximale stijl voor een minimaal budget. Ze maakt er een sport van er zo high fashion mogelijk bij te lopen voor zo weinig mogelijk geld. Via hippe ruilbeurzen [...], tweedehandswinkels en het zelf costumizen van haar kleding komt de recessionista aan haar trendy kleding.","Heb er nu al spijt van de recessionista uit te willen hangen. Ik wil ook een metamorfose... Nou ja, volgend jaar maar weer.","Recessionista's zijn modeliefhebbers die ondanks de kredietcrisis hun stijlvolle lifestyle in \nstand willen houden. Zo kopen ze nog wel designerkleding maar vaker in de uitverkoop of in \neen van de vele outlets. Ook qua hoeden kunnen deze modeliefhebbers het nu een stuk economischer aanpakken. Hoedenwinkel Deksels in Amsterdam geeft recessionista's de mogelijkheid een hoed te  huren. Totale kosten: 38,50 euro, en 60 euro borg.",,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,scootmobilist,scootmobiel,automobilist,"Een 50-jarige vrouw uit Heeg heeft maandagochtend in De Knipe het leven gered van een 69-jarige scootmobilist uit Mildam.","De scootmobiel is sterk in opkomst. Nederland zal de komende jaren alleen maar meer scootmobilisten tellen. Er bestaan nog veel onduidelijkheden over het rijden met een scootmobiel.","Op de hoek staat de beroemde Amersfoortse Kei. De zwerfsteen van tien ton is volgens de overlevering in 1661 van de Leusderhei naar Amersfoort gesleept.\n Het verhaal gaat dat de dichter Everard Meyster honderden Amersfoortse mannen zo gek kreeg dat zij aan de gigantische steen uit de ijstijd begonnen te trekken. De edelman had met enkele van zijn vrienden gewed dat hem dat zou lukken. Achteraf voelden de Amersfoorters zich bij de neus genomen. In het hele land werd over de grap gesproken en uit schaamte werd de kei in Amersfoort begraven in de hoop dat iedereen de hele affaire zou vergeten.\n In 1903 werd het enorme gevaarte weer opgegraven. Het gesleep met de kei gaf de Amersfoorters de bijnaam keientrekkers. De zwerfkei staat nu op een sokkel op een druk kruispunt in de stad. Scootmobilisten moeten hier de weg oversteken en aan de overzijde de weg links blijven volgen. Ook hier liggen her en der verspreid grote zwerfkeien langs de weg, in de ijstijd van zo'n 200000 jaar geleden als puin meegevoerd uit Scandinavië.","Scootmobilist gewond na aanrijding. Een oudere man uit Mijnsheerenland is gewond geraakt na een aanrijding. Op dinsdagmorgen 10 juni 2008 reed hij omstreeks 11 uur met zijn scootmobiel over het fietspad langs de Maasweg/N489 in Mijnsheerenland. Hij stak de weg over, zonder te kijken en werd aangereden door een automobiliste.",,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,sexercisen,sex,exercise,"Naast de voor de hand liggende redenen is seks ook een goed alternatief als je niet van sporten houdt. Want door te 'sexercisen' werk je aan je conditie, train je bepaalde spiergroepen en vergroot je je lenigheid.","Seks is [...] een vorm van gezonde lichaamsbeweging die een positieve werking heeft op lichaam en geest. Er zijn dus genoeg redenen te bedenken om voldoende te sexercizen!","Sommige studenten zijn al thuis in het sexercisen. Zo is Pim van mening dat seks echt kan bijdragen aan een strakkere body. ""Geloof me, je verbrandt echt veel calorieën als je de vrouw tegen de muur optilt en omhoog blijft tillen tijdens de seks.""","A little more class and pizzazz, please! Nee, dan liever sexercisen, op mijn bedje met een lekkerder staafje langs mijn body en sexier man in mijn hoofd dan de Al Bundy die waarschijnlijk voor mijn deur had kunnen staan om 16 uur vanmiddag!","Goed, even een nieuwe term de wereld in gooien: sexercisen. Oftewel: calorieën verbranden door seks. Veel seks. Hebben we jullie aandacht? Mooi zo.","12 kilo in 2 maanden?!! Goed man! Haha, veel gesexercised zeker.","En als je dus sexercisen wil met je medestudenten, niet te veel wisselende partners! Of, niet zoenen en meteen over tot de daad.","Sexercisen; super manier om in shape te blijven, lichamelijk én geestelijk, oh zo verslavend - echter doorgaans niet schadelijk (op een enkele blessure na) - en het beste medicijn tegen hoofdpijn."
"Welk woord of welke woorden in deze tekst herken je als blends?",task,sexting,sex/sexy,texting,"Een SMS-je sturen heet in het Amerikaans ""texting"". Een nieuw woord voor SMS-jes met een sexuele inhoud is ""sexting"".","Sexting is de nieuwste vorm van ontrouw. Samen met de komst van het mobieltje is het nieuwe fenomeen sexting ontstaan. Dit is het sturen van sexy berichtjes al dan niet met een pikante foto of video in de bijlage [...]. De Britse Cheryl Cole ontdekte dat haar man Ashley aan sexting deed dit was voor haar meteen een reden tot scheiding [...]. Psychotherapeute Paula Hall behandelt het onderwerp in haar nieuwste boek. ""Mensen die aan sexting doen verdedigen zich door te zeggen dat het onschuldig is, dat het niets seksueels inhoudt [...]."" Het Britse onderzoekersbureau gespecialiseerd in relaties One Plus One: ""Het loopt allemaal zo'n vaart niet. Sexting kan ook een positieve rol spelen in relaties. Het is vaak een manier voor mensen om met een moeilijke periode in hun relatie om te gaan. De sexting stopt vaak vanzelf wanneer de plooien weer gladgestreken zijn.""","Onder scholieren heerst een nieuw fenomeen genaamd 'sexting': dit houdt in dat de veelal minderjarige jongeren naaktfoto's van zichzelf naar elkaar sturen per GSM.",,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,shelfie,shelf,selfie,"Koningsdag is net geweest, dus nu u uw uitgelezen ramsj heeft verkocht, kunt u met een gerust hart een foto maken van uw opgeruimde boekenkast en deze delen via sociale media. Dan doet u mee met een nieuwe variatie op de selfietrend; de shelfie. Shelfies zijn foto's van boekenplanken, bookshelfs. Een boekenplank lijkt veel te zeggen over de eigenaar. Is de plank georganiseerd en zit er een systeem achter? Uit een peiling onder boekenliefhebbers site Lovereading blijkt dat 39 procent beschikt over een totaal ongeorganiseerde boekenkast. Volgens een zelfde soort peiling op The Guardian rangschikt 36 procent de boeken in de kast naar genre. Maar het begrip shelfies kan ook ruimer worden geïnterpreteerd; foto's waarop mensen delen welk boek ze aan het lezen zijn, vallen er ook onder.",,,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,skegging,skirt,legging,"In 1989 werd skegging bijvoorbeeld al eens aangetroffen in een Engelstalig persbericht [...]. Daarin werd skegging gepresenteerd als een creatie voor jonge meisjes van couturier Diane von Furstenberg. Inmiddels is het kledingstuk volwassen geworden, want uit de berichten op internet blijkt dat anno 2010 ook volwassen vrouwen met goed fatsoen een skegging kunnen dragen.","Heel apart is deze skegging: legging en rokje in 1! Het rokje zit aan de legging vast, het is dus 1 geheel, al vanaf de onderkant van het rokje, dus het rokje kan ook niet meer omhoog kruipen.",,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,smirten,smoke,flirten,"Wanneer je allebei buiten in de ellendige kou staat schept dat al snel een band. In Ierland hadden ze dit al snel door en maakten ze van een nood een deugd. Het nieuwe werkwoord smirting was geboren. Smirting is een combinatie van smoking and flirting (roken en flirten). Volgens de officiële benaming betekent smirting: het sociale tijdverdrijf in de vorm van flirten buiten, of voor de deur van openbare plaatsen zoals bedrijven en café’s, kortom overal waar roken verboden is. In Ierland is het een hype. Smirting is in al vernederlandst naar smirten. Zou het in Nederland ook zo gaan of zullen we allemaal gewoon lekker stoppen en binnen onze flirtdriften voortzetten? Wij hopen natuurlijk het laatste. Daar is het in ieder geval lekker warm.","In landen als Engeland waar het rookverbod al lang van kracht is, zijn er speciale 'beer gardens' achter cafés aangelegd. 'Smirten': SMoke en flIRTEN, is daar een algemene term en de kweekvijver van menig huwelijk!","Het straatbeeld wordt bevolkt door happy smokers. Jong, sexy, smirtend (smoking en flirting) staan zij voor de deur van de kroeg.",,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,smombie,smartphone,zombie,"Ben jij totaal vergroeid met je mobiel? Heb je het ding altijd binnen handbereik, ook tijdens het eten thuis en op je nachtkastje? Word jij schichtig als je een appje binnen hoort komen en voel je dan een enorme drang om direct terug te appen? Word je regelmatig bijna geschept omdat je zelfs bij het oversteken je ogen niet losmaakt van het scherm? Dan bedoel ik jou: jij bent een smombie.","In Duitsland gaat een stad speciale verkeerslichten plaatsen voor mensen die verknocht zijn aan hun smartphone. De zogenoemde 'smombies' kunnen voortaan dan gewoon op hun smartphone blijven kijken en wachten totdat het licht op groen gaat. Hoe ideaal is dat.","Omdat de soort mensen waarnaar het woord verwijst nogal herkenbaar is – zelfs in de uiterwaarden langs de Waal hebben we al eens smombies gesignaleerd – zou ook het woord smombie weleens een grote toekomst kunnen hebben in onze taal.",,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,speculyse,speculatief,analyse,"Wat heb je anno 2013 nodig om journalist te zijn? Een glazen bol, een paar tarotkaarten en het lef om voor een miljoenenpubliek uit je nek te kletsen. Meer niet. Dat komt: ooit ging nieuws over wat er gebeurd was. Oh, how times have changed! Tegenwoordig is nieuws: dat wat er eventueel, mogelijk, misschien, vermoedelijk staat te gebeuren. Bewijsstuk één: Lance Armstrong. Uren zendtijd en een onnoemelijke hoeveelheid nieuwsberichten werden er afgelopen week gewijd aan het feit dat de zevenvoudig winnaar van de Tour de France zijn dopinggebruik wel eens zou kunnen gaan bekennen op de bank bij Oprah Winfrey. Nieuwsuur, NOS op 3, Studio Sport, de Volkskrant, NRC, ja, zelfs The New York Times: allemaal speculeerden ze enthousiast hun potje mee. Mócht Lance bekennen, wat zou daar dan in potentie de implicatie van zijn? En mócht Lance toch ontkennen, waarom dan in hemelsnaam bij Oprah Winfrey op de bank?\nNieuwsuur trommelde zelfs haar VS-correspondent Tom Kleijn op, die via de satelliet kwam uitleggen dat Amerika een enorme ‘spijtbetuigingscultuur’ had. Huilende helden: daar smolten Amerikanen voor. Kortom, mócht Lance bekennen – en dat stond dus nog helemaal niet vast – dan zou dat zeker goed zijn voor zijn imago. De Volkskrant vatte het nieuws ondertussen nog eens handzaam samen in een artikel getiteld: ‘Waarom Lance Armstrong wel/niet bekent’. Doorkruisen wat niet van toepassing is. De media waren nog niet uitgespeculeerd over Lance of het volgende gerucht diende zich al weer aan: Jeroen Dijsselbloem, onze minister van Financiën, zou wel eens voorzitter van de eurogroep kunnen worden. Aanleiding genoeg om wederom in de horoscoopstand te gaan. ‘Vanaf morgen bepaalt Europa alles wat er in ons land gebeurt, maar dan horen we het tenminste wel als eerste’, luidde de alom gedeelde speculyse. Premier Rutte probeerde het nog wel (‘De benoeming staat nog allerminst vast’), maar Dominique van der Heyde wist wel beter: ‘Meneer Rutte, ik kijk u even heel diep in de ogen: hij wordt het toch gewoon?’ Waarom dit soort cruciale benoemingen zich eigenlijk in de achterkamertjes voltrekken (Rutte: ‘Dit gaat volgens het systeem dat uiteindelijk iemand komt bovendrijven’) werd verder niet gevraagd. Het democratisch tekort van Europa is kennelijk van weinig nieuwswaarde – ik vermoed vanwege de nogal feitelijke aard ervan. Net toen ik dacht dat er wel genoeg gewaarzegd was voor vandaag voltrok zich de natte droom van ieder mediaorakel: het begon te vriezen. En u weet inmiddels wat dat betekent: Hilversum voorziet Elfstedentocht. Ik schat dat de thermometer al een uur of vier op minus twee graden stond, toen De Telegraaf al van ‘schaatskoorts’ en ‘ijspret’ begon te dromen. Door het hele land trokken roedels cameraploegen, op zoek naar een Fries met rode koontjes die alvast de ijsdikte op wilde meten. Niet dat er al ijs lag, maar toch. Je weet maar nooit. De nachtvorst hoeft maar een maand of wat aan te houden en we zijn nog maar drie wakken verwijderd van de tocht der tochten. Daar kun je niet vroeg genoeg verslag van doen. Tweeduizend jaar geleden hadden de Grieken en Chinezen al orakels. Wijze halfgoden die op mysterieuze wijze de toekomst konden voorspellen. Nu, tweeduizend jaar later, hebben we die orakels nog steeds, al staan ze niet meer in Delphi, maar voor de camera’s van de NOS of SBS. Ze heten journalist, deskundige of commentator en weten altijd haarfijn te vertellen wat ons te wachten staat. Althans, dat doet de overgave waarmee het wordt verteld vermoeden. Dat het gros van al die speculyses nooit uitkomt, weerhoudt in ieder geval niemand ervan ze te verkondigen. De Amerikaanse hoogleraar psychologie Philip Tetlock volgde twintig jaar lang 284 journalisten, commentatoren en deskundigen op de Amerikaanse televisie en verzamelde zo 82.361 voorspellingen. Die controleerde hij op hun daadwerkelijke uitkomst en hij concludeerde: ‘Deskundigen voorspellen niet beter dan een chimpansee die een pijltje naar een dartbord gooit.’ Sterker nog: mediapersoonlijkheden die er statistisch vaker naast zitten dan als ze maar wat zouden gokken, worden het vaakst op tv uitgenodigd. Noem het het Jan Mulder-effect: hoe bouder, hoe beter.\nOp nrc.nl staat sinds kort een quiz. ‘Voorspel het nieuws van morgen’ heet het. De bedoeling is om ‘ja’ of ‘nee’ te klikken op stellingen als: ‘VVD haalt morgen meer dan 24 zetels in peiling van Maurice de Hond’ en ‘Ireen Wüst wint morgen de 3000 meter op het EK’. Voorspel je alles goed, dan kun je ‘mooie prijzen’ winnen. Vroeger had je daar geluk bij nodig. Tegenwoordig is een abonnement op een krant voldoende.",,,,,,,
"Welk woord of welke woorden in deze tekst herken je als blends?",task,stagflatie,stagnatie,inflatie,"Wie een stimulerend beleid wil voeren loopt tegen een vervelend probleem aan: de intussen fors stijgende inflatie. In Europa steeg deze in mei naar 3,4 procent [...]. Hier en daar verschijnt het woord stagflatie al in het nieuws: stagnerende groei gecombineerd met inflatie.","Een sterk exportland [...] heeft een sterke munt, maar de rupiah blijft depreciëren ten opzichte van de dollar. Dat bevordert weliswaar de uitvoer, maar ook de inflatie. Pak je die louter aan met krap-geldpolitiek, zonder de economie verder te liberaliseren, dan dreigt stagflatie: de hoge rente blijft inflatoire druk uitoefenen en de groei stokt.","De Venezolaanse economie heeft voor het eerst in vijf jaar een negatief groeicijfer doen optekenen. Het Venezolaanse bruto binnenlands product kromp het voorbije kwartaal met 2,4 procent. Experts waarschuwen voor stagflatie – de onzalige combinatie van een recessie en hoge inflatiecijfers.",,,,,
